created_at,device_id,power
2021-09-20T03:00:00Z,24:6F:28:A9:A8:40,227.9578
2021-09-20T03:00:01Z,24:6F:28:A9:A8:40,228.6564
2021-09-20T03:00:03Z,24:6F:28:A9:A8:40,226.5619
2021-09-20T03:00:04Z,24:6F:28:A9:A8:40,227.0315
2021-09-20T03:00:05Z,24:6F:28:A9:A8:40,230.3653
2021-09-20T03:00:06Z,24:6F:28:A9:A8:40,250.7494
2021-09-20T03:00:07Z,24:6F:28:A9:A8:40,230.9353
2021-09-20T03:00:08Z,24:6F:28:A9:A8:40,223.8536
2021-09-20T03:00:09Z,24:6F:28:A9:A8:40,228.5923
2021-09-20T03:00:10Z,24:6F:28:A9:A8:40,231.6018
2021-09-20T03:00:12Z,24:6F:28:A9:A8:40,231.5738
2021-09-20T03:00:13Z,24:6F:28:A9:A8:40,240.2623
2021-09-20T03:00:14Z,24:6F:28:A9:A8:40,227.8329
2021-09-20T03:00:15Z,24:6F:28:A9:A8:40,222.47
2021-09-20T03:00:16Z,24:6F:28:A9:A8:40,241.2713
2021-09-20T03:00:17Z,24:6F:28:A9:A8:40,227.3909
2021-09-20T03:00:18Z,24:6F:28:A9:A8:40,223.9399
2021-09-20T03:00:20Z,24:6F:28:A9:A8:40,229.2805
2021-09-20T03:00:21Z,24:6F:28:A9:A8:40,230.7336
2021-09-20T03:00:22Z,24:6F:28:A9:A8:40,237.7655
2021-09-20T03:00:23Z,24:6F:28:A9:A8:40,230.1934
2021-09-20T03:00:24Z,24:6F:28:A9:A8:40,222.715
2021-09-20T03:00:25Z,24:6F:28:A9:A8:40,224.6759
2021-09-20T03:00:26Z,24:6F:28:A9:A8:40,230.494
2021-09-20T03:00:27Z,24:6F:28:A9:A8:40,229.8939
2021-09-20T03:00:29Z,24:6F:28:A9:A8:40,229.8345
2021-09-20T03:00:30Z,24:6F:28:A9:A8:40,231.306
2021-09-20T03:00:31Z,24:6F:28:A9:A8:40,227.1206
2021-09-20T03:00:32Z,24:6F:28:A9:A8:40,236.9181
2021-09-20T03:00:33Z,24:6F:28:A9:A8:40,133.0917
2021-09-20T03:00:34Z,24:6F:28:A9:A8:40,131.3878
2021-09-20T03:00:35Z,24:6F:28:A9:A8:40,130.3647
2021-09-20T03:00:36Z,24:6F:28:A9:A8:40,127.1384
2021-09-20T03:00:38Z,24:6F:28:A9:A8:40,131.5502
2021-09-20T03:00:39Z,24:6F:28:A9:A8:40,130.0971
2021-09-20T03:00:40Z,24:6F:28:A9:A8:40,131.7639
2021-09-20T03:00:41Z,24:6F:28:A9:A8:40,136.141
2021-09-20T03:00:42Z,24:6F:28:A9:A8:40,130.6333
2021-09-20T03:00:43Z,24:6F:28:A9:A8:40,143.4726
2021-09-20T03:00:44Z,24:6F:28:A9:A8:40,134.4724
2021-09-20T03:00:45Z,24:6F:28:A9:A8:40,133.7735
2021-09-20T03:00:47Z,24:6F:28:A9:A8:40,131.1322
2021-09-20T03:00:48Z,24:6F:28:A9:A8:40,131.9512
2021-09-20T03:00:49Z,24:6F:28:A9:A8:40,129.8076
2021-09-20T03:00:50Z,24:6F:28:A9:A8:40,129.4459
2021-09-20T03:00:51Z,24:6F:28:A9:A8:40,137.5479
2021-09-20T03:00:52Z,24:6F:28:A9:A8:40,130.1913
2021-09-20T03:00:53Z,24:6F:28:A9:A8:40,153.0986
2021-09-20T03:00:55Z,24:6F:28:A9:A8:40,148.3473
2021-09-20T03:00:56Z,24:6F:28:A9:A8:40,128.4587
2021-09-20T03:00:57Z,24:6F:28:A9:A8:40,132.9931
2021-09-20T03:00:58Z,24:6F:28:A9:A8:40,134.7689
2021-09-20T03:00:59Z,24:6F:28:A9:A8:40,131.0726
2021-09-20T03:01:00Z,24:6F:28:A9:A8:40,133.849
2021-09-20T03:01:01Z,24:6F:28:A9:A8:40,132.7629
2021-09-20T03:01:02Z,24:6F:28:A9:A8:40,128.3936
2021-09-20T03:01:04Z,24:6F:28:A9:A8:40,134.6326
2021-09-20T03:01:05Z,24:6F:28:A9:A8:40,129.7343
2021-09-20T03:01:06Z,24:6F:28:A9:A8:40,133.6418
2021-09-20T03:01:07Z,24:6F:28:A9:A8:40,135.8361
2021-09-20T03:01:08Z,24:6F:28:A9:A8:40,131.6508
2021-09-20T03:01:09Z,24:6F:28:A9:A8:40,131.6284
2021-09-20T03:01:10Z,24:6F:28:A9:A8:40,132.4033
2021-09-20T03:01:12Z,24:6F:28:A9:A8:40,132.8287
2021-09-20T03:01:13Z,24:6F:28:A9:A8:40,128.6021
2021-09-20T03:01:14Z,24:6F:28:A9:A8:40,140.1325
2021-09-20T03:01:15Z,24:6F:28:A9:A8:40,132.427
2021-09-20T03:01:16Z,24:6F:28:A9:A8:40,133.2048
2021-09-20T03:01:17Z,24:6F:28:A9:A8:40,130.5256
2021-09-20T03:01:18Z,24:6F:28:A9:A8:40,129.6246
2021-09-20T03:01:19Z,24:6F:28:A9:A8:40,132.9583
2021-09-20T03:01:21Z,24:6F:28:A9:A8:40,129.7775
2021-09-20T03:01:22Z,24:6F:28:A9:A8:40,131.5618
2021-09-20T03:01:23Z,24:6F:28:A9:A8:40,129.3021
2021-09-20T03:01:24Z,24:6F:28:A9:A8:40,127.7393
2021-09-20T03:01:25Z,24:6F:28:A9:A8:40,128.5518
2021-09-20T03:01:26Z,24:6F:28:A9:A8:40,132.6561
2021-09-20T03:01:27Z,24:6F:28:A9:A8:40,129.0808
2021-09-20T03:01:29Z,24:6F:28:A9:A8:40,132.8575
2021-09-20T03:01:30Z,24:6F:28:A9:A8:40,156.396
2021-09-20T03:01:31Z,24:6F:28:A9:A8:40,129.8435
2021-09-20T03:01:32Z,24:6F:28:A9:A8:40,132.243
2021-09-20T03:01:33Z,24:6F:28:A9:A8:40,130.3154
2021-09-20T03:01:34Z,24:6F:28:A9:A8:40,133.4376
2021-09-20T03:01:35Z,24:6F:28:A9:A8:40,129.4331
2021-09-20T03:01:36Z,24:6F:28:A9:A8:40,130.2762
2021-09-20T03:01:38Z,24:6F:28:A9:A8:40,131.2635
2021-09-20T03:01:39Z,24:6F:28:A9:A8:40,129.7069
2021-09-20T03:01:40Z,24:6F:28:A9:A8:40,126.6122
2021-09-20T03:01:41Z,24:6F:28:A9:A8:40,132.2934
2021-09-20T03:01:42Z,24:6F:28:A9:A8:40,138.9221
2021-09-20T03:01:43Z,24:6F:28:A9:A8:40,128.8186
2021-09-20T03:01:44Z,24:6F:28:A9:A8:40,156.532
2021-09-20T03:01:45Z,24:6F:28:A9:A8:40,130.591
2021-09-20T03:01:47Z,24:6F:28:A9:A8:40,131.8234
2021-09-20T03:01:48Z,24:6F:28:A9:A8:40,143.7051
2021-09-20T03:01:49Z,24:6F:28:A9:A8:40,128.3669
2021-09-20T03:01:50Z,24:6F:28:A9:A8:40,132.5161
2021-09-20T03:01:51Z,24:6F:28:A9:A8:40,132.5347
2021-09-20T03:01:52Z,24:6F:28:A9:A8:40,131.7173
2021-09-20T03:01:53Z,24:6F:28:A9:A8:40,132.1546
2021-09-20T03:01:55Z,24:6F:28:A9:A8:40,136.5363
2021-09-20T03:01:56Z,24:6F:28:A9:A8:40,135.6893
2021-09-20T03:01:57Z,24:6F:28:A9:A8:40,131.143
2021-09-20T03:01:58Z,24:6F:28:A9:A8:40,142.9647
2021-09-20T03:01:59Z,24:6F:28:A9:A8:40,131.7189
2021-09-20T03:02:00Z,24:6F:28:A9:A8:40,132.4736
2021-09-20T03:02:01Z,24:6F:28:A9:A8:40,130.6758
2021-09-20T03:02:02Z,24:6F:28:A9:A8:40,131.257
2021-09-20T03:02:04Z,24:6F:28:A9:A8:40,131.6221
2021-09-20T03:02:05Z,24:6F:28:A9:A8:40,130.2157
2021-09-20T03:02:06Z,24:6F:28:A9:A8:40,129.7718
2021-09-20T03:02:07Z,24:6F:28:A9:A8:40,146.3573
2021-09-20T03:02:08Z,24:6F:28:A9:A8:40,135.0956
2021-09-20T03:02:09Z,24:6F:28:A9:A8:40,142.1366
2021-09-20T03:02:10Z,24:6F:28:A9:A8:40,129.548
2021-09-20T03:02:11Z,24:6F:28:A9:A8:40,131.1656
2021-09-20T03:02:13Z,24:6F:28:A9:A8:40,137.8247
2021-09-20T03:02:14Z,24:6F:28:A9:A8:40,140.3521
2021-09-20T03:02:15Z,24:6F:28:A9:A8:40,133.6748
2021-09-20T03:02:16Z,24:6F:28:A9:A8:40,129.5426
2021-09-20T03:02:17Z,24:6F:28:A9:A8:40,131.7902
2021-09-20T03:02:18Z,24:6F:28:A9:A8:40,133.1926
2021-09-20T03:02:19Z,24:6F:28:A9:A8:40,129.1111
2021-09-20T03:02:21Z,24:6F:28:A9:A8:40,133.754
2021-09-20T03:02:22Z,24:6F:28:A9:A8:40,135.8414
2021-09-20T03:02:23Z,24:6F:28:A9:A8:40,133.9609
2021-09-20T03:02:24Z,24:6F:28:A9:A8:40,131.0254
2021-09-20T03:02:25Z,24:6F:28:A9:A8:40,130.4654
2021-09-20T03:02:26Z,24:6F:28:A9:A8:40,129.323
2021-09-20T03:02:27Z,24:6F:28:A9:A8:40,133.187
2021-09-20T03:02:28Z,24:6F:28:A9:A8:40,131.5806
2021-09-20T03:02:30Z,24:6F:28:A9:A8:40,141.4097
2021-09-20T03:02:31Z,24:6F:28:A9:A8:40,150.4725
2021-09-20T03:02:32Z,24:6F:28:A9:A8:40,132.431
2021-09-20T03:02:33Z,24:6F:28:A9:A8:40,134.2512
2021-09-20T03:02:34Z,24:6F:28:A9:A8:40,132.1155
2021-09-20T03:02:35Z,24:6F:28:A9:A8:40,144.3633
2021-09-20T03:02:36Z,24:6F:28:A9:A8:40,129.14
2021-09-20T03:02:37Z,24:6F:28:A9:A8:40,133.1403
2021-09-20T03:02:39Z,24:6F:28:A9:A8:40,133.2102
2021-09-20T03:02:40Z,24:6F:28:A9:A8:40,128.9064
2021-09-20T03:02:41Z,24:6F:28:A9:A8:40,128.5725
2021-09-20T03:02:42Z,24:6F:28:A9:A8:40,131.994
2021-09-20T03:02:43Z,24:6F:28:A9:A8:40,137.858
2021-09-20T03:02:44Z,24:6F:28:A9:A8:40,135.2431
2021-09-20T03:02:45Z,24:6F:28:A9:A8:40,131.3141
2021-09-20T03:02:47Z,24:6F:28:A9:A8:40,144.52
2021-09-20T03:02:48Z,24:6F:28:A9:A8:40,130.8041
2021-09-20T03:02:49Z,24:6F:28:A9:A8:40,132.0225
2021-09-20T03:02:50Z,24:6F:28:A9:A8:40,129.8083
2021-09-20T03:02:51Z,24:6F:28:A9:A8:40,133.014
2021-09-20T03:02:52Z,24:6F:28:A9:A8:40,128.5698
2021-09-20T03:02:53Z,24:6F:28:A9:A8:40,130.9549
2021-09-20T03:02:54Z,24:6F:28:A9:A8:40,131.9023
2021-09-20T03:02:56Z,24:6F:28:A9:A8:40,146.4512
2021-09-20T03:02:57Z,24:6F:28:A9:A8:40,129.0339
2021-09-20T03:02:58Z,24:6F:28:A9:A8:40,132.721
2021-09-20T03:02:59Z,24:6F:28:A9:A8:40,130.6967
2021-09-20T03:03:00Z,24:6F:28:A9:A8:40,130.1184
2021-09-20T03:03:01Z,24:6F:28:A9:A8:40,129.1108
2021-09-20T03:03:02Z,24:6F:28:A9:A8:40,129.4261
2021-09-20T03:03:04Z,24:6F:28:A9:A8:40,133.4716
