created_at,device_id,power
2021-09-02T03:00:00Z,24:6F:28:A9:A8:40,306.8646
2021-09-02T03:00:02Z,24:6F:28:A9:A8:40,315.8417
2021-09-02T03:00:03Z,24:6F:28:A9:A8:40,306.1922
2021-09-02T03:00:04Z,24:6F:28:A9:A8:40,308.4353
2021-09-02T03:00:05Z,24:6F:28:A9:A8:40,311.9493
2021-09-02T03:00:06Z,24:6F:28:A9:A8:40,301.8055
2021-09-02T03:00:07Z,24:6F:28:A9:A8:40,301.1501
2021-09-02T03:00:08Z,24:6F:28:A9:A8:40,304.7216
2021-09-02T03:00:10Z,24:6F:28:A9:A8:40,309.3867
2021-09-02T03:00:12Z,24:6F:28:A9:A8:40,315.9254
2021-09-02T03:00:13Z,24:6F:28:A9:A8:40,307.8277
2021-09-02T03:00:14Z,24:6F:28:A9:A8:40,310.2191
2021-09-02T03:00:15Z,24:6F:28:A9:A8:40,312.0156
2021-09-02T03:00:20Z,24:6F:28:A9:A8:40,304.5674
2021-09-02T03:00:21Z,24:6F:28:A9:A8:40,311.0961
2021-09-02T03:00:22Z,24:6F:28:A9:A8:40,301.2635
2021-09-02T03:00:23Z,24:6F:28:A9:A8:40,308.3499
2021-09-02T03:00:24Z,24:6F:28:A9:A8:40,309.8286
2021-09-02T03:00:25Z,24:6F:28:A9:A8:40,307.0668
2021-09-02T03:00:27Z,24:6F:28:A9:A8:40,308.4879
2021-09-02T03:00:28Z,24:6F:28:A9:A8:40,305.7126
2021-09-02T03:00:29Z,24:6F:28:A9:A8:40,311.2551
2021-09-02T03:00:30Z,24:6F:28:A9:A8:40,317.0816
2021-09-02T03:00:31Z,24:6F:28:A9:A8:40,301.0751
2021-09-02T03:00:32Z,24:6F:28:A9:A8:40,308.4613
2021-09-02T03:00:33Z,24:6F:28:A9:A8:40,310.0092
2021-09-02T03:00:35Z,24:6F:28:A9:A8:40,306.8214
2021-09-02T03:00:36Z,24:6F:28:A9:A8:40,311.1611
2021-09-02T03:00:37Z,24:6F:28:A9:A8:40,309.2012
2021-09-02T03:00:38Z,24:6F:28:A9:A8:40,303.343
2021-09-02T03:00:39Z,24:6F:28:A9:A8:40,303.8
2021-09-02T03:00:40Z,24:6F:28:A9:A8:40,308.3822
2021-09-02T03:00:42Z,24:6F:28:A9:A8:40,311.5329
2021-09-02T03:00:43Z,24:6F:28:A9:A8:40,310.0948
2021-09-02T03:00:44Z,24:6F:28:A9:A8:40,309.2087
2021-09-02T03:00:45Z,24:6F:28:A9:A8:40,307.7519
2021-09-02T03:00:46Z,24:6F:28:A9:A8:40,309.8673
2021-09-02T03:00:47Z,24:6F:28:A9:A8:40,308.645
2021-09-02T03:00:48Z,24:6F:28:A9:A8:40,307.068
2021-09-02T03:00:49Z,24:6F:28:A9:A8:40,301.7294
2021-09-02T03:00:51Z,24:6F:28:A9:A8:40,309.5527
2021-09-02T03:00:52Z,24:6F:28:A9:A8:40,307.6617
2021-09-02T03:00:53Z,24:6F:28:A9:A8:40,302.7445
2021-09-02T03:00:54Z,24:6F:28:A9:A8:40,308.6072
2021-09-02T03:00:55Z,24:6F:28:A9:A8:40,305.5963
2021-09-02T03:00:56Z,24:6F:28:A9:A8:40,303.888
2021-09-02T03:00:57Z,24:6F:28:A9:A8:40,313.1285
2021-09-02T03:00:59Z,24:6F:28:A9:A8:40,309.8419
2021-09-02T03:01:00Z,24:6F:28:A9:A8:40,302.8007
2021-09-02T03:01:01Z,24:6F:28:A9:A8:40,311.4578
2021-09-02T03:01:02Z,24:6F:28:A9:A8:40,305.8554
2021-09-02T03:01:03Z,24:6F:28:A9:A8:40,307.7631
2021-09-02T03:01:04Z,24:6F:28:A9:A8:40,306.4705
2021-09-02T03:01:05Z,24:6F:28:A9:A8:40,299.813
2021-09-02T03:01:06Z,24:6F:28:A9:A8:40,304.159
2021-09-02T03:01:08Z,24:6F:28:A9:A8:40,310.5944
2021-09-02T03:01:09Z,24:6F:28:A9:A8:40,302.3665
2021-09-02T03:01:10Z,24:6F:28:A9:A8:40,305.5333
2021-09-02T03:01:11Z,24:6F:28:A9:A8:40,306.7169
2021-09-02T03:01:12Z,24:6F:28:A9:A8:40,309.0006
2021-09-02T03:01:13Z,24:6F:28:A9:A8:40,308.667
2021-09-02T03:01:14Z,24:6F:28:A9:A8:40,307.3193
2021-09-02T03:01:16Z,24:6F:28:A9:A8:40,304.2931
2021-09-02T03:01:17Z,24:6F:28:A9:A8:40,306.3069
2021-09-02T03:01:18Z,24:6F:28:A9:A8:40,307.4037
2021-09-02T03:01:19Z,24:6F:28:A9:A8:40,327.8957
2021-09-02T03:01:20Z,24:6F:28:A9:A8:40,307.5894
2021-09-02T03:01:21Z,24:6F:28:A9:A8:40,301.4543
2021-09-02T03:01:22Z,24:6F:28:A9:A8:40,321.9327
2021-09-02T03:01:24Z,24:6F:28:A9:A8:40,311.9083
2021-09-02T03:01:25Z,24:6F:28:A9:A8:40,310.8663
2021-09-02T03:01:26Z,24:6F:28:A9:A8:40,309.5496
2021-09-02T03:01:27Z,24:6F:28:A9:A8:40,307.7151
2021-09-02T03:01:28Z,24:6F:28:A9:A8:40,299.1718
2021-09-02T03:01:29Z,24:6F:28:A9:A8:40,307.0703
2021-09-02T03:01:30Z,24:6F:28:A9:A8:40,303.1554
2021-09-02T03:01:31Z,24:6F:28:A9:A8:40,311.7984
2021-09-02T03:01:33Z,24:6F:28:A9:A8:40,310.8138
2021-09-02T03:01:34Z,24:6F:28:A9:A8:40,304.6928
2021-09-02T03:01:35Z,24:6F:28:A9:A8:40,301.7884
2021-09-02T03:01:36Z,24:6F:28:A9:A8:40,306.6164
2021-09-02T03:01:37Z,24:6F:28:A9:A8:40,302.2315
2021-09-02T03:01:38Z,24:6F:28:A9:A8:40,309.6776
2021-09-02T03:01:40Z,24:6F:28:A9:A8:40,298.6155
2021-09-02T03:01:41Z,24:6F:28:A9:A8:40,307.8182
2021-09-02T03:01:42Z,24:6F:28:A9:A8:40,307.7203
2021-09-02T03:01:43Z,24:6F:28:A9:A8:40,307.955
2021-09-02T03:01:44Z,24:6F:28:A9:A8:40,319.8063
2021-09-02T03:01:45Z,24:6F:28:A9:A8:40,325.1239
2021-09-02T03:01:47Z,24:6F:28:A9:A8:40,301.7005
2021-09-02T03:01:48Z,24:6F:28:A9:A8:40,301.8739
2021-09-02T03:01:49Z,24:6F:28:A9:A8:40,308.7629
2021-09-02T03:01:50Z,24:6F:28:A9:A8:40,321.7863
2021-09-02T03:01:51Z,24:6F:28:A9:A8:40,306.6434
2021-09-02T03:01:52Z,24:6F:28:A9:A8:40,306.7161
2021-09-02T03:01:53Z,24:6F:28:A9:A8:40,299.963
2021-09-02T03:01:55Z,24:6F:28:A9:A8:40,307.8539
2021-09-02T03:01:56Z,24:6F:28:A9:A8:40,308.6519
2021-09-02T03:01:57Z,24:6F:28:A9:A8:40,308.6471
2021-09-02T03:01:58Z,24:6F:28:A9:A8:40,308.4789
2021-09-02T03:02:00Z,24:6F:28:A9:A8:40,307.4061
2021-09-02T03:02:02Z,24:6F:28:A9:A8:40,299.8311
2021-09-02T03:02:03Z,24:6F:28:A9:A8:40,307.449
2021-09-02T03:02:04Z,24:6F:28:A9:A8:40,300.0625
2021-09-02T03:02:05Z,24:6F:28:A9:A8:40,300.7155
2021-09-02T03:02:06Z,24:6F:28:A9:A8:40,306.2151
2021-09-02T03:02:07Z,24:6F:28:A9:A8:40,307.2225
2021-09-02T03:02:08Z,24:6F:28:A9:A8:40,309.4826
2021-09-02T03:02:10Z,24:6F:28:A9:A8:40,328.74
2021-09-02T03:02:11Z,24:6F:28:A9:A8:40,309.99
2021-09-02T03:02:12Z,24:6F:28:A9:A8:40,310.1725
2021-09-02T03:02:13Z,24:6F:28:A9:A8:40,305.8952
2021-09-02T03:02:14Z,24:6F:28:A9:A8:40,307.4677
2021-09-02T03:02:15Z,24:6F:28:A9:A8:40,308.6918
2021-09-02T03:02:17Z,24:6F:28:A9:A8:40,305.6912
2021-09-02T03:02:18Z,24:6F:28:A9:A8:40,302.257
2021-09-02T03:02:19Z,24:6F:28:A9:A8:40,302.3747
2021-09-02T03:02:20Z,24:6F:28:A9:A8:40,301.1775
2021-09-02T03:02:21Z,24:6F:28:A9:A8:40,307.8463
2021-09-02T03:02:22Z,24:6F:28:A9:A8:40,303.5832
2021-09-02T03:02:23Z,24:6F:28:A9:A8:40,302.3467
