2022-01-26T10:09:43.412Z,304.5443
2022-01-26T10:09:44.495Z,285.7726
2022-01-26T10:09:45.590Z,265.267
2022-01-26T10:09:46.678Z,268.0168
2022-01-26T10:09:47.759Z,296.8944
2022-01-26T10:09:48.842Z,272.2218
2022-01-26T10:09:49.932Z,305.7346
2022-01-26T10:09:51.017Z,268.6078
2022-01-26T10:09:52.108Z,285.0382
2022-01-26T10:09:53.193Z,289.3554
2022-01-26T10:09:54.285Z,289.1683
2022-01-26T10:09:55.367Z,288.9946
2022-01-26T10:09:56.462Z,285.2967
2022-01-26T10:09:57.633Z,285.7142
2022-01-26T10:09:58.634Z,288.1452
2022-01-26T10:09:59.722Z,286.2884
2022-01-26T10:10:00.808Z,284.2258
2022-01-26T10:10:01.893Z,268.8907
2022-01-26T10:10:02.989Z,268.9356
2022-01-26T10:10:04.069Z,269.3601
2022-01-26T10:10:05.164Z,271.2509
2022-01-26T10:10:06.246Z,265.3151
2022-01-26T10:10:07.341Z,268.1194
2022-01-26T10:10:08.423Z,271.8687
2022-01-26T10:10:09.510Z,269.0371
2022-01-26T10:10:10.597Z,273.6402
2022-01-26T10:10:11.691Z,271.7307
2022-01-26T10:10:12.772Z,264.5284
2022-01-26T10:10:13.946Z,271.6722
2022-01-26T10:10:14.952Z,269.7606
2022-01-26T10:10:16.035Z,278.9025
2022-01-26T10:10:17.124Z,271.0807
2022-01-26T10:10:18.217Z,270.2809
2022-01-26T10:10:19.303Z,268.9161
2022-01-26T10:10:20.388Z,271.7455
2022-01-26T10:10:21.476Z,276.6577
2022-01-26T10:10:22.564Z,268.7068
2022-01-26T10:10:23.650Z,269.5365
2022-01-26T10:10:24.739Z,272.136
2022-01-26T10:10:25.827Z,271.441
2022-01-26T10:10:26.914Z,266.258
2022-01-26T10:10:28.000Z,266.9686
2022-01-26T10:10:29.093Z,275.429
2022-01-26T10:10:30.267Z,273.0886
2022-01-26T10:10:31.263Z,269.0709
2022-01-26T10:10:32.357Z,271.9771
2022-01-26T10:10:34.390Z,272.1391
2022-01-26T10:10:34.580Z,269.9547
